Tweets,Positive,Negative
نہ کوئی چاقو ۔ نہ کوئی خنجر مودی کنجر مودی کنجر ,yes,
عوام تو تم تھوکنا بھی پسند نہیں کرتے۔ تم جمہوریت کے لبادے میں لٹیرے راج کر رھے ھو بےغیرتو ,yes,
اس گندگی کو زندہ جلا دو ,yes,
انڈین وزیر داخلہ کو ایٹم بم چلانے کا شوق ہوا ہے یہ کھوتا سمجھ رہا ہے کہ نواز شریف کی حکومت ہے,yes,
اور تمہارے جیسے کتوں کی بوری یہی ادارے ہیں جن کی وجہ سے انہیں پر بھونک کر بھی عوام سے بچے رہتے ہو۔  ,yes,
اس جیسے کنجر بےغیرت مردود اور کتے کو کوئی اپنا سالا بھی نہ بنائے۔۔۔۔ گلے میں پٹہ ڈال کر اس کو لٹکا دینا چاہیے ,yes,
بھڑوت اعجاز پادری اپنے کتوں کے گلے میں پٹہ ڈال دو ورنہ ہم نے مارنا شروع کیا تو بھاگنے کا بھی موقع نھی ملے گا ,yes,
کتے کبھی شیروں کا مقابلہ نہیں کرتے یہ بات اپنے دماغ میں بٹھا لینا,yes,
کتے کبھی شیروں کا مقابلہ نہیں کرتے یہ بات اپنے دماغ میں بٹھا لینا ,yes,
مطلب کشمیر جب بھی آزاد ہوا بنگلہ دیش والوں کی طرح جماعت حرامی کے کارندوں کو چن چن کر لٹکا کر نشان عبرت بنا دے گا ,yes,
ان بےغیرت حکمرانوں کو نشان عبرت بنا دے آمین ,yes,
کچے گھروں سے پکے مکانات اور اوپر سے نیچے تک ملک میں سوروں کا راج ہے ,yes,
اچھوت مودی ناپاک گاۓ کا پیشاب پینے والے گنگا کے پانی میں اپنے پاپ مٹانے والے,yes,
سن اوے مودی انڈیا کے کنجر دلال کتی چور اب پاکستانی قوم میں پہلے سے زیادہ جزبہ ہے,yes,
"اگر مدرسے کے بچوں کو منہ کھول کر دھشت گرد کہا جاسکتا ہے، تو بلاشبہ کالجوں میں ڈانس کرنے والوں کو کنجر کہا جاسکتا ہے",yes,
دہشت گرد انڈیا مودی کتا ,yes,
مُجھے اپنے اداروں سے گِلہ ہے۔ ان کتوں کو آخر لگام کیوں نہیں ڈالی جاتی؟ ,yes,
مودی سب سے بڑا دہشت گرد ھے حرامی ھے کتا ھے بیغیرت ھے ,yes,
"بیغیرت، زلیل انسان کہاں غائب ہے کتے کی اولاد، اب بھونکنا یاد نہیں؟ ",yes,
کتے کی موت مرو تم لوگ سارے لعنت ہے تیری پیدائش پر بیغیرت,yes,
اور پھر کنجر نواز لال خبیث نے کلنٹن کے جوتے چومے اور اپنے جوانوں کی لاشیں دیں ,yes,
بیغیرتوں لعنت ہے تم پر تم جزبہ خیر سگالی پالو اور انڈیا جواب میں لاشیں دے تمہیں اتنی بزدلی اچھی نہیں ہوتی,yes,
"پھر ان جیسی رانڈوں کے سکینڈل نکلتے ہیں ، ان کی لاشیں گیسٹ ہاؤسوں سے برآمد ہوتی ہیں ۔ اور شرمندہ کون ہوتا ہے؟ ",yes,
اب ان جیسے میراثی کنجر ہمیں سکھائیں گے کہ سفارتی محاذ پر کارگردگی کیسے ہونی چاہئے۔ ,yes,
ظالموں بےغیرت حکمرانو اتنا ظلم کرو جتنا کل کو برداشت کر سکو,yes,
گندے انڈے۔ ایوب دور میں پاکستان ایشیا میں سب سے زیادہ ترقی کرنے والا ملک تھا۔,yes,
بیڑا غرق ہو ہمارے الیکشن کمیشن کا جنہوں نے کتوں کو انتخابی نشان شیر دے دیا ,yes,
چھ مہنوں میں ملک کا بیڑا غرق کیا ان بے غیرتوں نے ,yes,
اس کھسرا اینڈ کمپنی کو بندہ بیچ چوراہے پہ کھڑا کر کہ گولی مار دے بیڑا غرق کر کہ رکھ دیا ہے,yes,
ساری عمر ایم کیو ایم اور پیپلز پارٹی نے کراچی کے فنڈز کھائے کتے نسل سال سے کراچی حیدرآباد پر قابض ہو ۔ سارا پیسہ کھاکھا کر بیڑا غرق کردیا ,yes,
شیدا ٹلی پیشگوٸیاں کرنے میں مصروف بیغیرت نے ریلوے کا بیڑا غرق کردیا ہے۔,yes,
اگر تمھارے ہاں پِتا ایسے چوتئے کو کہتے ہیں تو سالو بے غیرتو ڈوب کے مر جاوٙ ,yes,
اب موچھیں کاٹ کے پچھواڑا پھاڑ کے بھیجیں گے ,yes,
آج کل کتے بہت بھونک رہئے ہے ہر آنے جانے والے کو کاٹ رہئے ہے اب ان کتوں کو مارنے کا وقت ہوا چاہتا ہے ,yes,
تیری نسل پر لعنت ھے انڈین ایجنٹ ملک حالت جنگ میں تجھے لسانیت کی مرچیں کاٹ رھی ھیں ,yes,
سردار صاحب بھڑکیں مارنا بند کریں,yes,
ھمارا پینک نمک کھا کر بھی یہ انڈیا والے بڑے نمک حرام ھیں انڈیا کو نمک دینا بند کیا جائے ,yes,
ہمارے لئے تو عید کا دن وہی تھا جس دن یہ دونوں نمک حرام گرفتار ہوئے,yes,
اگر اتنی فکر ھوتی اپنے ملک کی تو آج یہ حال نا ھوتا تم نمک حراموں کا ,yes,
لخ دی لعنت تیڈے منہ تے بے غیرت نمک حرام ,yes,
اف توبہ ایسا ظلم تو نمک حرام ہی کر سکتے ہیں ,yes,
مریم صفہدر کو بھول گیا نمک حرام ,yes,
بڑے ہی نمک حرام ہو تم لوگ مودی سے ہی کشمیر کا سودا کرتے ہو پھر دنیا دکھاوے کے لئے اسی پر بھوکتے ہو بڑے ہی منافق مکار ہو,yes,
گاڑی کے اوپر پاکستان کا جھنڈا اور گاڑی کے اندر انڈیا کے گانے سننے والو وطن کی ہواہیں تمہیں نمک حرام کہتی ھیں,yes,
قوم کے لیے پرانے خاندانی نمک حرام ہیں ,yes,
چند کتے سرخے ,yes,
دلال نمک حرام ,yes,
وطن فروش,yes,
 جا نہ مادرچود ,yes,
 مادرچود رنڈی ,yes,
 سب سے بڑے مادرچود ہیں یہ دونوں ,yes,
 جو ڈنڈا تیری امی کو قطری نے دیا تھا اسکے بارے میں کیا خیال ہے مادرچود کتی نسل کے ,yes,
 چپ مادرچود بالکل چپ,yes,
ارے مادرچود مرضی سے کون جاتا ہے جیل,yes,
تم مادرچود ہو  ,yes,
 مادرچود فرانس والی فیسلٹیاں بھی دو کراچی میں ۔۔ بیغیرت آدمی ۔۔ ,yes,
 یہ سارے مادرچود گرفتار ہونے کے بعد ہی بیمار کیوں ہوتے ہیں۔  ,yes,
 ابي چل مادرچود ,yes,
 یہ بیٹی بیچ ہے مادرچود  ,yes,
کیسی نوکری ہے اس مادرچود کی عید کے دن بھی چھٹی نہیں ہے  ,yes,
کس نے بولا تھا چوری کرو مادرچود بھڑوے گن…  ,yes,
یہ بھوسری کے ساراے مل کر ہم کو چھوٹیا بنا رہے ہیں مادرچود کے بجے  ,yes,
 اس کا مطلب ہے تیری ماں کیسی کتیا کے بچے لعنتی بے غیرت چوتیا مادرچود دھلے  ,yes,
کنجر,yes,
 کسی گشتی کے پتر ہیں یہ حرامی کافر مادرچود  ,yes,
یہ مادرچود دَلہ اپنے ناجائز باپوں کو اپ ڈیٹ دے رہا ہے  ,yes,
 اس کو کس مادرچود حرامی نے پاکستان بلوایا اس کی گ میں ڈنڈا ڈال کر اس بھی میکاسنگھ کے ساتھ انڈیا بھیج دو  ,yes,
 سی ایم ھریانہ تیری بیوی اور بیٹیوں کو کشمیر کی پہاڑیوں میں لے جاکر ریپ کریں گے تیری ماں کی چوت حرامی مادرچود  ,yes,
 اور تیری ماں اور بونڈی ھی رھے گا مادرچود ,yes,
 بھونک مادرچود بھونک ,yes,
یہ ہے ان بیغیرت لوگوں کا کنجر پنا نا یہ خود کام کرینگے نا ہی کسی کو کام کرنے دینگے  ,yes,
شیدے ٹلی مادرچود جا مر کشمیر تے مادرچود  ,yes,
 بھٹو کنجر شرابی بینظیر دلی کرپٹ عورت زرداری اپنی ماں کا یار کھسرا بلاول ایک سے ایک بڑھ کر کرپٹ مادر,yes,
 سب مادرچود ہیں کسی کو کشمیر کی فکر نہیں  ,yes,
 اب کیا کرنے لگے ہیں مادرچود  ,yes,
 مادرچود دو دودن ٹرینڈ میں ذلیل ہونے کے بعد آج اپنے باپ نواز شریف کی آپشن شامل ہی نہیں کی سب مادرچ,yes,
 مادرچود ہم کشمیریوں کا نام مت لے   ,yes,
 مراد سعید تو حرامی ہے اور تیرا کتا باپ عمرو نیازی مادرچود ہے تم دونوں گانڈو واشل ہو انڈیا نے تم سب,yes,
 واقعی سب کے سب مادرچود ایک صفحے پر ہیں  ,yes,
 ابے مادرچود ۔ سکھ مودی کا فرق سمجھ  ,yes,
" مادرچود، اپنی ماں کے جنازے پر آیا نہیں اور بکواس کر رہا ہے  ",yes,
 یار واقعی ماننا پڑیگا تم ایک حرامی النسل جانور کی پیداوار هو سمجه گئی مادرچود  ,yes,
یہ مادرچود بڑا فیمینسٹ نہیں بڑا مادرچود ہے  ,yes,
کوس,yes,
 اُس کا تو پتا نہیں لیکن تو فیصد میری غلطی کا نتیجے ہے تیری امی کو کہا بھی کہ گشتوڑ ,yes,
دو مادرچود لاہور کے جنہوں نے رابعہ خان نامی لڑکی کی عزت لوٹی ,yes,
مادرچود  ,yes,
 مادرچود دے بچے   ,yes,
" مجھے یہ مادرچود شروع سے ہی برا لگتا تھا ، زندگی کا پہلا ووٹ دیا اس اس بار سلیکشن میں ",yes,
یہ کس مادرچود کے دل کی بھڑاس نکالی گئی؟  ,yes,
 ابے بھڑوے کی نسل  ,yes,
 مادرچود بکواس بند کر  ,yes,
 تو بیغیرت ہے مادرچود دلے کنجر کے بچے تم سب چور ہو گشتی کے بچو گندی نالی کے کیڑوں حرام خوروں  ,yes,
 مادرچود انگریزی تو ڈھنگ سے لکھنا سیکھ لے ,yes,
 یہ سچ میں بہت مادرچود ,yes,
 سلیکٹیڈ نالائق اعظم عمران کتورا دلّا ہے حرامدہ ہے بیغیرت ہے کُتے کا بچہ ہے مادرچود ہے  ,yes,
کنواری رنڈی,yes,
 تم سے ؟ مادرچود رنڈی  ,yes,
 کوئی وجہ ہے کہ اس مادرچود کا خاندان کتے کی موت مارا گیا۔  ,yes,
 اوئے مادرچود ہیجڑو تم سے تو ہیجڑے اچھے ہیں جو کبھی عورت ہہ ہاتھ نہیں اٹھاتے انشاءاللہ تمہارا وقت بہت,yes,
 بلاول کو کہنے والے کتے تم تو کتے کی طرح بکواس کرتا ہے امریکی صدر کی جوتے پالش کرنے والے کتے ہو مادرچود تمہاری ماں کی چوت میں لن  ,yes,
 لگتا ہے یہ مادرچود سرپرائز بھول گئے اس کو دوبارہ یاد دلانا پڑے گا  ,yes,
وہ صرف کتے کے بچے تھے۔  ,yes,
یہ مادرچود خنزیر کے تخم سے ہیں  ,yes,
"کسی کتی کی بچے، مادرچود بہت ہی گھٹیا ہو تم، حرام کی پیداوار ہو تم، تمہار…  ",yes,
 چل مادرچود  ,yes,
 مادرچود کیا الگ گیراج میں لے جا کے گرفتار کرتے۔ کھوتی کے بچو اب پرانی عادتیں بھول جاؤ  ,yes,
 مادرچود نیب کی گاڑی کے آگے لیٹا کیوں نہیں تو  ,yes,
 یہ سب بے غیرت لوگ ہیں ان کو صرف اپنی سیاست بچانی ہے بس چور سب مادرچود ان کو کوئی فکر نہیں ہے مسلمانوں,yes,
اب وہ تمام مادرچود لبرلز ۔صحاف,yes,
 مادرچود صحافیوں کے نام پہ دھبہ ہے تو  ,yes,
 گٹر نیوز کے دفتر کو آگ لگائی جاے مادرچود کو  ,yes,
 جو دھندے تم سندھی بھڑوے کرتے ھو وہی بیان کر رھے ھو گانڈو  ,yes,
 مادرچود نونی ,yes,
 تیری ماں کی چوت بجنے پر سالا مادرچود اگر ماں کا دودھ پیا ہے تو ایک بار پاکستان آ میرا بیٹا تیری ماں کو نہ چودا تو کہنا سالے غدار  ,yes,
 مادرچود ایسے بول رہا ہے جیسے نیچے بہت تکلیف ہے تھوووو کتے تجھ پر امریکہ سے سودا منہگا کر کے آۓ ہو  ,yes,
" اس مادرچود کی سنو، تم جا کر ٹی وی شو کرو  ",yes,
اُلو کے پٹھے یہ تیرے کرنے کے کام نہیں ہیں  ,yes,
 اب سمجھ آئی گٹر کو گٹر ھی ریٹویٹ کیوں کرتا ہے مادرچود  ,yes,
گشتی کے بچے یہ بتاؤ,yes,
" یہ لے اپنی امی جان کی کُس میں تن دے کسی گشتی کے بچے۔ مادرچود، حرام کے پلے",yes,
 سینٹ کے الیکشن میں بھی ایسے ہی تو ب کر رہا تھا مادرچود  ,yes,
 تیری ماں تیری بہن کے یار ہیں انڈیا والے ,yes,
یہ وہ مادرچود ہیں جن کی پارلمنٹ کی بلڈنگ بھی پاکستان نے بھیک میں بنا کے دی تھی  ,yes,
 جسکو ٹیگ کررہا ہے نا تو یہ اسی مادرچود حرام النسل گانڈو کی بیٹی ہے جس نے کشمیری مجاہدین,yes,
